,filename,width,height,depth,xmin,ymin,xmax,ymax,class
943,10.1.1.120.1603_23.bmp,725,991,1,291,583,347,788,Table
944,10.1.1.120.1603_23.bmp,725,991,1,368,582,420,790,Table
945,10.1.1.120.1603_23.bmp,725,991,1,446,581,496,788,Table
946,10.1.1.120.1603_23.bmp,725,991,1,518,582,573,789,Table
947,10.1.1.120.1603_23.bmp,725,991,1,592,582,650,792,Table
948,10.1.1.120.1607_3.bmp,816,1056,3,437,99,492,157,Table
949,10.1.1.120.1607_3.bmp,816,1056,3,508,96,554,159,Table
950,10.1.1.120.1607_3.bmp,816,1056,3,566,110,603,158,Table
951,10.1.1.120.1607_3.bmp,816,1056,3,612,114,655,155,Table
952,10.1.1.120.1607_3.bmp,816,1056,3,664,116,688,156,Table
953,10.1.1.120.1607_3.bmp,816,1056,3,355,111,381,154,Table
954,10.1.1.120.1607_3.bmp,816,1056,3,315,113,345,156,Table
955,10.1.1.120.1607_3.bmp,816,1056,3,243,100,293,158,Table
956,10.1.1.120.1607_3.bmp,816,1056,3,190,100,240,158,Table
957,10.1.1.120.1607_3.bmp,816,1056,3,152,113,185,157,Table
958,10.1.1.120.1607_3.bmp,816,1056,3,111,113,150,157,Table
959,10.1.1.120.1607_4.bmp,816,1056,3,194,111,315,188,Table
960,10.1.1.120.1607_4.bmp,816,1056,3,330,112,368,187,Table
961,10.1.1.120.1607_4.bmp,816,1056,3,384,96,436,188,Table
962,10.1.1.120.1607_4.bmp,816,1056,3,449,112,474,192,Table
963,10.1.1.120.1607_4.bmp,816,1056,3,543,111,571,193,Table
964,10.1.1.120.1607_4.bmp,816,1056,3,578,112,612,190,Table
965,10.1.1.120.1607_4.bmp,816,1056,3,111,915,191,954,Table
966,10.1.1.120.1607_4.bmp,816,1056,3,201,916,212,956,Table
967,10.1.1.120.1607_4.bmp,816,1056,3,292,916,314,957,Table
968,10.1.1.120.1607_4.bmp,816,1056,3,434,897,491,955,Table
969,10.1.1.120.1607_4.bmp,816,1056,3,500,896,543,954,Table
970,10.1.1.120.1607_4.bmp,816,1056,3,547,897,590,955,Table
971,10.1.1.120.1607_4.bmp,816,1056,3,597,897,632,955,Table
972,10.1.1.120.1607_4.bmp,816,1056,3,642,897,670,956,Table
973,10.1.1.120.1607_4.bmp,816,1056,3,676,910,703,956,Table
974,10.1.1.120.1614_4.bmp,807,1048,1,68,99,102,201,Table
975,10.1.1.120.1614_4.bmp,807,1048,1,133,101,177,202,Table
976,10.1.1.120.1614_4.bmp,807,1048,1,207,103,234,199,Table
977,10.1.1.120.1614_4.bmp,807,1048,1,257,100,285,201,Table
978,10.1.1.120.1614_4.bmp,807,1048,1,304,100,333,201,Table
979,10.1.1.120.1614_4.bmp,807,1048,1,352,103,388,202,Table
980,10.1.1.120.1615_3.bmp,816,1056,3,114,606,167,886,Table
981,10.1.1.120.1615_3.bmp,816,1056,3,193,612,255,888,Table
982,10.1.1.120.1615_3.bmp,816,1056,3,285,606,334,886,Table
983,10.1.1.120.1615_4.bmp,816,1056,3,114,76,169,550,Table
984,10.1.1.120.1615_4.bmp,816,1056,3,190,75,247,546,Table
985,10.1.1.120.1615_4.bmp,816,1056,3,282,80,334,545,Table
986,10.1.1.120.1619_11.bmp,816,1056,1,225,157,322,591,Table
987,10.1.1.120.1619_11.bmp,816,1056,1,369,163,400,585,Table
988,10.1.1.120.1619_11.bmp,816,1056,1,418,163,450,583,Table
989,10.1.1.120.1619_11.bmp,816,1056,1,465,163,503,583,Table
990,10.1.1.120.1619_11.bmp,816,1056,1,519,167,549,585,Table
991,10.1.1.120.1619_11.bmp,816,1056,1,562,163,588,582,Table
992,10.1.1.120.1619_13.bmp,816,1056,1,121,164,238,667,Table
993,10.1.1.120.1619_13.bmp,816,1056,1,329,163,359,669,Table
994,10.1.1.120.1619_13.bmp,816,1056,1,384,164,422,670,Table
995,10.1.1.120.1619_13.bmp,816,1056,1,450,161,490,669,Table
996,10.1.1.120.1619_13.bmp,816,1056,1,519,164,556,670,Table
997,10.1.1.120.1619_13.bmp,816,1056,1,588,163,624,669,Table
998,10.1.1.120.1619_13.bmp,816,1056,1,651,163,688,672,Table
999,10.1.1.120.1632_3.bmp,816,1056,1,422,272,468,530,Table
1000,10.1.1.120.1632_3.bmp,816,1056,1,487,271,526,531,Table
1001,10.1.1.120.1632_3.bmp,816,1056,1,544,272,600,527,Table
1002,10.1.1.120.1632_3.bmp,816,1056,1,617,275,649,530,Table
1003,10.1.1.120.1632_3.bmp,816,1056,1,665,277,746,530,Table
1004,10.1.1.13.2943_5.bmp,816,1056,1,473,323,506,428,Table
1005,10.1.1.13.2943_5.bmp,816,1056,1,526,325,558,428,Table
1006,10.1.1.13.2943_5.bmp,816,1056,1,573,325,601,426,Table
1007,10.1.1.13.2943_5.bmp,816,1056,1,620,323,649,426,Table
1008,10.1.1.13.2943_5.bmp,816,1056,1,668,326,695,427,Table
1009,10.1.1.160.500_5.bmp,816,1056,1,75,341,247,657,Table
1010,10.1.1.160.500_5.bmp,816,1056,1,277,341,333,656,Table
1011,10.1.1.160.500_5.bmp,816,1056,1,375,390,410,653,Table
1012,10.1.1.160.500_5.bmp,816,1056,1,436,390,471,654,Table
1013,10.1.1.160.500_5.bmp,816,1056,1,491,390,537,651,Table
1014,10.1.1.160.500_5.bmp,816,1056,1,561,386,598,655,Table
1015,10.1.1.160.500_5.bmp,816,1056,1,625,385,660,651,Table
1016,10.1.1.160.500_5.bmp,816,1056,1,687,389,729,654,Table
1017,10.1.1.160.502_5.bmp,726,990,3,270,112,279,200,Table
1018,10.1.1.160.502_5.bmp,726,990,3,293,113,307,200,Table
1019,10.1.1.160.502_5.bmp,726,990,3,324,112,343,199,Table
1020,10.1.1.160.502_5.bmp,726,990,3,359,112,377,203,Table
1021,10.1.1.160.502_5.bmp,726,990,3,393,112,411,199,Table
1022,10.1.1.160.502_5.bmp,726,990,3,429,114,443,199,Table
1023,10.1.1.160.503_5.bmp,816,1056,1,64,139,156,349,Table
1024,10.1.1.160.503_5.bmp,816,1056,1,203,135,253,345,Table
1025,10.1.1.160.503_5.bmp,816,1056,1,278,138,359,347,Table
1026,10.1.1.160.503_5.bmp,816,1056,1,383,135,434,348,Table
1027,10.1.1.160.503_5.bmp,816,1056,1,460,135,520,347,Table
1028,10.1.1.160.503_5.bmp,816,1056,1,543,138,601,349,Table
1029,10.1.1.160.503_5.bmp,816,1056,1,622,135,693,348,Table
1030,10.1.1.160.503_5.bmp,816,1056,1,147,413,252,627,Table
1031,10.1.1.160.503_5.bmp,816,1056,1,293,414,332,626,Table
1032,10.1.1.160.503_5.bmp,816,1056,1,359,417,422,627,Table
1033,10.1.1.160.503_5.bmp,816,1056,1,440,415,492,628,Table
1034,10.1.1.160.503_5.bmp,816,1056,1,511,415,601,628,Table
1035,10.1.1.160.503_8.bmp,816,1056,1,57,135,176,279,Table
1036,10.1.1.160.503_8.bmp,816,1056,1,204,135,412,279,Table
1037,10.1.1.160.503_8.bmp,816,1056,1,441,138,487,277,Table
1038,10.1.1.160.503_8.bmp,816,1056,1,525,135,672,276,Table
1039,10.1.1.160.506_4.bmp,816,1056,1,447,101,499,153,Table
1040,10.1.1.160.506_4.bmp,816,1056,1,523,99,558,153,Table
1041,10.1.1.160.506_4.bmp,816,1056,1,589,99,626,155,Table
1042,10.1.1.160.506_4.bmp,816,1056,1,655,99,684,154,Table
1043,10.1.1.160.506_4.bmp,816,1056,1,83,343,101,433,Table
1044,10.1.1.160.506_4.bmp,816,1056,1,119,340,141,433,Table
1045,10.1.1.160.506_4.bmp,816,1056,1,156,344,176,434,Table
1046,10.1.1.160.506_4.bmp,816,1056,1,191,339,214,437,Table
1047,10.1.1.160.506_4.bmp,816,1056,1,231,340,254,437,Table
1048,10.1.1.160.506_4.bmp,816,1056,1,270,341,290,438,Table
1049,10.1.1.160.506_4.bmp,816,1056,1,306,343,326,439,Table
1050,10.1.1.160.506_4.bmp,816,1056,1,342,342,367,439,Table
1051,10.1.1.160.506_4.bmp,816,1056,1,176,721,188,769,Table
1052,10.1.1.160.506_4.bmp,816,1056,1,207,722,231,764,Table
1053,10.1.1.160.506_4.bmp,816,1056,1,245,721,271,765,Table
1054,10.1.1.160.506_4.bmp,816,1056,1,268,555,291,605,Table
1055,10.1.1.160.506_4.bmp,816,1056,1,229,554,252,607,Table
1056,10.1.1.160.506_4.bmp,816,1056,1,188,551,211,608,Table
1057,10.1.1.160.506_4.bmp,816,1056,1,156,554,169,607,Table
1058,10.1.1.160.507_10.bmp,816,1057,1,124,128,150,248,Table
1059,10.1.1.160.507_10.bmp,816,1057,1,215,149,241,248,Table
1060,10.1.1.160.507_10.bmp,816,1057,1,296,149,322,248,Table
1061,10.1.1.160.507_10.bmp,816,1057,1,376,149,412,249,Table
1062,10.1.1.160.507_10.bmp,816,1057,1,459,146,493,252,Table
1063,10.1.1.160.507_10.bmp,816,1057,1,543,146,572,249,Table
1064,10.1.1.160.507_10.bmp,816,1057,1,615,149,660,248,Table
1065,10.1.1.160.507_10.bmp,816,1057,1,631,337,674,503,Table
1066,10.1.1.160.507_10.bmp,816,1057,1,526,335,611,509,Table
1067,10.1.1.160.507_10.bmp,816,1057,1,460,336,499,503,Table
1068,10.1.1.160.507_10.bmp,816,1057,1,359,337,443,501,Table
1069,10.1.1.160.507_10.bmp,816,1057,1,296,336,343,505,Table
1070,10.1.1.160.507_10.bmp,816,1057,1,194,338,275,504,Table
1071,10.1.1.160.507_10.bmp,816,1057,1,121,317,161,504,Table
1072,10.1.1.160.507_10.bmp,816,1057,1,124,567,154,768,Table
1073,10.1.1.160.507_10.bmp,816,1057,1,197,590,237,766,Table
1074,10.1.1.160.507_10.bmp,816,1057,1,258,587,340,767,Table
1075,10.1.1.160.507_10.bmp,816,1057,1,362,589,419,763,Table
1076,10.1.1.160.507_10.bmp,816,1057,1,443,589,488,765,Table
1077,10.1.1.160.507_10.bmp,816,1057,1,510,586,588,766,Table
1078,10.1.1.160.507_10.bmp,816,1057,1,607,586,675,766,Table
1079,10.1.1.160.507_11.bmp,816,1057,1,445,571,471,687,Table
1080,10.1.1.160.507_11.bmp,816,1057,1,497,572,545,688,Table
1081,10.1.1.160.507_11.bmp,816,1057,1,571,571,622,686,Table
1082,10.1.1.160.507_11.bmp,816,1057,1,649,570,700,686,Table
1083,10.1.1.160.507_11.bmp,816,1057,1,619,770,680,918,Table
1084,10.1.1.160.507_11.bmp,816,1057,1,528,771,597,917,Table
1085,10.1.1.160.507_11.bmp,816,1057,1,448,770,505,916,Table
1086,10.1.1.160.507_11.bmp,816,1057,1,364,771,422,918,Table
1087,10.1.1.160.507_11.bmp,816,1057,1,282,770,339,917,Table
1088,10.1.1.160.507_11.bmp,816,1057,1,195,771,257,919,Table
1089,10.1.1.160.507_11.bmp,816,1057,1,129,754,150,918,Table
1090,10.1.1.160.508_5.bmp,816,1056,1,80,61,116,203,Table
1091,10.1.1.160.508_5.bmp,816,1056,1,142,111,184,198,Table
1092,10.1.1.160.508_5.bmp,816,1056,1,217,111,266,203,Table
1093,10.1.1.160.508_5.bmp,816,1056,1,290,109,333,202,Table
1094,10.1.1.160.508_5.bmp,816,1056,1,352,110,400,202,Table
1095,10.1.1.160.508_5.bmp,816,1056,1,84,439,110,570,Table
1096,10.1.1.160.508_5.bmp,816,1056,1,141,463,211,568,Table
1097,10.1.1.160.508_5.bmp,816,1056,1,235,462,303,565,Table
1098,10.1.1.160.508_5.bmp,816,1056,1,332,461,395,562,Table
1099,10.1.1.160.508_5.bmp,816,1056,1,85,606,115,732,Table
1100,10.1.1.160.508_5.bmp,816,1056,1,175,641,218,733,Table
1101,10.1.1.160.508_5.bmp,816,1056,1,278,642,325,735,Table
1102,10.1.1.160.508_5.bmp,816,1056,1,381,640,426,735,Table
1103,10.1.1.160.508_5.bmp,816,1056,1,488,641,531,731,Table
1104,10.1.1.160.508_5.bmp,816,1056,1,589,639,630,733,Table
1105,10.1.1.160.508_5.bmp,816,1056,1,689,642,729,734,Table
1106,10.1.1.160.509_17.bmp,793,1123,1,158,205,261,333,Table
1107,10.1.1.160.509_17.bmp,793,1123,1,322,218,355,335,Table
1108,10.1.1.160.509_17.bmp,793,1123,1,419,219,441,333,Table
1109,10.1.1.160.509_17.bmp,793,1123,1,511,219,536,332,Table
1110,10.1.1.160.509_17.bmp,793,1123,1,602,218,650,333,Table
1111,10.1.1.160.509_17.bmp,793,1123,1,144,355,262,550,Table
1112,10.1.1.160.509_17.bmp,793,1123,1,326,359,352,547,Table
1113,10.1.1.160.509_17.bmp,793,1123,1,420,355,446,550,Table
1114,10.1.1.160.509_17.bmp,793,1123,1,506,360,538,545,Table
1115,10.1.1.160.509_17.bmp,793,1123,1,601,356,653,546,Table
1116,10.1.1.160.509_17.bmp,793,1123,1,145,573,265,768,Table
1117,10.1.1.160.509_17.bmp,793,1123,1,323,573,355,763,Table
1118,10.1.1.160.509_17.bmp,793,1123,1,414,577,445,764,Table
1119,10.1.1.160.509_17.bmp,793,1123,1,507,576,535,764,Table
1120,10.1.1.160.509_23.bmp,793,1123,1,141,281,183,364,Table
1121,10.1.1.160.509_23.bmp,793,1123,1,208,286,236,363,Table
1122,10.1.1.160.509_23.bmp,793,1123,1,259,287,290,364,Table
1123,10.1.1.160.509_23.bmp,793,1123,1,310,285,340,364,Table
1124,10.1.1.160.509_23.bmp,793,1123,1,368,287,404,363,Table
1125,10.1.1.160.509_23.bmp,793,1123,1,431,286,456,364,Table
1126,10.1.1.160.509_23.bmp,793,1123,1,481,285,513,367,Table
1127,10.1.1.160.509_23.bmp,793,1123,1,552,285,638,365,Table
1128,10.1.1.160.509_23.bmp,793,1123,1,140,420,181,504,Table
1129,10.1.1.160.509_23.bmp,793,1123,1,208,420,237,504,Table
1130,10.1.1.160.509_23.bmp,793,1123,1,258,421,287,501,Table
1131,10.1.1.160.509_23.bmp,793,1123,1,312,423,342,502,Table
1132,10.1.1.160.509_23.bmp,793,1123,1,368,423,402,500,Table
1133,10.1.1.160.509_23.bmp,793,1123,1,434,424,454,501,Table
1134,10.1.1.160.509_23.bmp,793,1123,1,483,421,513,502,Table
1135,10.1.1.160.509_23.bmp,793,1123,1,555,419,637,510,Table
1136,10.1.1.160.509_23.bmp,793,1123,1,142,555,179,629,Table
1137,10.1.1.160.509_23.bmp,793,1123,1,209,554,234,630,Table
1138,10.1.1.160.509_23.bmp,793,1123,1,262,555,285,630,Table
1139,10.1.1.160.509_23.bmp,793,1123,1,313,552,340,629,Table
1140,10.1.1.160.509_23.bmp,793,1123,1,368,557,402,631,Table
1141,10.1.1.160.509_23.bmp,793,1123,1,430,552,453,632,Table
1142,10.1.1.160.509_23.bmp,793,1123,1,481,556,513,629,Table
1143,10.1.1.160.509_23.bmp,793,1123,1,562,556,627,630,Table
1144,10.1.1.160.509_23.bmp,793,1123,1,567,681,624,751,Table
1145,10.1.1.160.509_23.bmp,793,1123,1,486,681,509,752,Table
1146,10.1.1.160.509_23.bmp,793,1123,1,430,679,458,752,Table
1147,10.1.1.160.509_23.bmp,793,1123,1,373,681,400,752,Table
1148,10.1.1.160.509_23.bmp,793,1123,1,141,680,182,751,Table
1149,10.1.1.160.509_23.bmp,793,1123,1,207,680,234,750,Table
1150,10.1.1.160.509_23.bmp,793,1123,1,258,681,287,752,Table
1151,10.1.1.160.509_23.bmp,793,1123,1,312,678,341,751,Table
1152,10.1.1.160.510_36.bmp,816,1056,3,134,239,185,355,Table
1153,10.1.1.160.510_36.bmp,816,1056,3,212,235,243,354,Table
1154,10.1.1.160.510_36.bmp,816,1056,3,275,238,318,354,Table
1155,10.1.1.160.510_36.bmp,816,1056,3,343,241,388,355,Table
1156,10.1.1.160.510_36.bmp,816,1056,3,410,241,451,355,Table
1157,10.1.1.160.510_36.bmp,816,1056,3,474,241,528,355,Table
1158,10.1.1.160.510_36.bmp,816,1056,3,551,238,609,355,Table
1159,10.1.1.160.510_36.bmp,816,1056,3,637,239,669,352,Table
1160,10.1.1.160.510_36.bmp,816,1056,3,218,558,257,767,Table
1161,10.1.1.160.510_36.bmp,816,1056,3,288,558,333,764,Table
1162,10.1.1.160.510_36.bmp,816,1056,3,367,557,417,762,Table
1163,10.1.1.160.510_36.bmp,816,1056,3,447,558,483,764,Table
1164,10.1.1.160.510_36.bmp,816,1056,3,527,558,577,762,Table
1165,10.1.1.160.516_6.bmp,793,1123,1,168,204,207,318,Table
1166,10.1.1.160.516_6.bmp,793,1123,1,220,203,249,318,Table
1167,10.1.1.160.516_6.bmp,793,1123,1,265,205,292,316,Table
1168,10.1.1.160.516_6.bmp,793,1123,1,311,204,338,318,Table
1169,10.1.1.160.516_6.bmp,793,1123,1,354,204,382,318,Table
1170,10.1.1.160.516_6.bmp,793,1123,1,400,205,425,319,Table
1171,10.1.1.160.516_6.bmp,793,1123,1,443,206,469,319,Table
1172,10.1.1.160.516_6.bmp,793,1123,1,485,203,518,318,Table
1173,10.1.1.160.516_6.bmp,793,1123,1,533,203,566,319,Table
1174,10.1.1.160.516_6.bmp,793,1123,1,582,205,614,319,Table
1175,10.1.1.160.516_6.bmp,793,1123,1,631,204,664,320,Table
1176,10.1.1.160.517_4.bmp,816,1056,1,90,100,207,252,Table
1177,10.1.1.160.517_4.bmp,816,1056,1,229,100,288,256,Table
1178,10.1.1.160.517_4.bmp,816,1056,1,296,103,363,254,Table
1179,10.1.1.160.517_4.bmp,816,1056,1,377,99,434,254,Table
1180,10.1.1.160.517_4.bmp,816,1056,1,443,100,727,256,Table
1181,10.1.1.160.517_4.bmp,816,1056,1,439,327,486,361,Table
1182,10.1.1.160.517_4.bmp,816,1056,1,504,325,519,361,Table
1183,10.1.1.160.517_4.bmp,816,1056,1,531,326,543,359,Table
1184,10.1.1.160.517_4.bmp,816,1056,1,558,325,571,359,Table
1185,10.1.1.160.517_4.bmp,816,1056,1,586,328,599,359,Table
1186,10.1.1.160.517_4.bmp,816,1056,1,617,327,630,359,Table
1187,10.1.1.160.517_4.bmp,816,1056,1,648,325,663,359,Table
1188,10.1.1.160.517_4.bmp,816,1056,1,678,325,693,360,Table
1189,10.1.1.160.517_4.bmp,816,1056,1,707,325,725,360,Table
1190,10.1.1.160.529_30.bmp,816,1056,1,149,128,250,225,Table
1191,10.1.1.160.529_30.bmp,816,1056,1,294,131,326,225,Table
1192,10.1.1.160.529_30.bmp,816,1056,1,365,129,404,225,Table
1193,10.1.1.160.529_30.bmp,816,1056,1,439,131,465,227,Table
1194,10.1.1.160.529_30.bmp,816,1056,1,492,132,527,224,Table
1195,10.1.1.160.529_30.bmp,816,1056,1,558,126,601,225,Table
1196,10.1.1.160.529_30.bmp,816,1056,1,639,131,681,224,Table
1197,10.1.1.160.529_30.bmp,816,1056,1,154,371,236,747,Table
1198,10.1.1.160.529_30.bmp,816,1056,1,302,433,346,738,Table
1199,10.1.1.160.529_30.bmp,816,1056,1,409,433,449,744,Table
1200,10.1.1.160.529_30.bmp,816,1056,1,516,429,557,744,Table
1201,10.1.1.160.529_30.bmp,816,1056,1,625,434,667,748,Table
1202,10.1.1.160.529_31.bmp,816,1056,1,99,629,278,870,Table
1203,10.1.1.160.529_31.bmp,816,1056,1,382,629,432,869,Table
1204,10.1.1.160.529_31.bmp,816,1056,1,584,633,652,870,Table
1205,10.1.1.160.531_12.bmp,816,1056,1,92,352,190,583,Table
1206,10.1.1.160.531_12.bmp,816,1056,1,253,352,304,579,Table
1207,10.1.1.160.531_12.bmp,816,1056,1,371,350,428,579,Table
1208,10.1.1.160.531_12.bmp,816,1056,1,515,355,573,576,Table
1209,10.1.1.160.531_12.bmp,816,1056,1,627,349,693,578,Table
1210,10.1.1.160.531_23.bmp,816,1056,1,103,431,155,902,Table
1211,10.1.1.160.531_23.bmp,816,1056,1,193,490,235,901,Table
1212,10.1.1.160.531_23.bmp,816,1056,1,263,488,307,898,Table
1213,10.1.1.160.531_23.bmp,816,1056,1,328,489,387,901,Table
1214,10.1.1.160.531_23.bmp,816,1056,1,396,490,455,898,Table
1215,10.1.1.160.531_23.bmp,816,1056,1,472,490,515,896,Table
1216,10.1.1.160.531_23.bmp,816,1056,1,534,490,584,898,Table
1217,10.1.1.160.531_23.bmp,816,1056,1,613,491,662,900,Table
1218,10.1.1.160.531_23.bmp,816,1056,1,680,489,723,900,Table
1219,10.1.1.160.538_23.bmp,793,1123,1,144,154,216,361,Table
1220,10.1.1.160.538_23.bmp,793,1123,1,230,154,260,360,Table
1221,10.1.1.160.538_23.bmp,793,1123,1,288,154,317,361,Table
1222,10.1.1.160.538_23.bmp,793,1123,1,343,152,380,361,Table
1223,10.1.1.160.538_23.bmp,793,1123,1,400,155,433,362,Table
1224,10.1.1.160.538_23.bmp,793,1123,1,458,155,491,363,Table
1225,10.1.1.160.538_23.bmp,793,1123,1,517,154,549,361,Table
1226,10.1.1.160.538_23.bmp,793,1123,1,569,155,606,361,Table
1227,10.1.1.160.538_23.bmp,793,1123,1,628,150,713,361,Table
1228,10.1.1.160.538_23.bmp,793,1123,1,535,455,599,661,Table
1229,10.1.1.160.538_23.bmp,793,1123,1,437,451,504,664,Table
1230,10.1.1.160.538_23.bmp,793,1123,1,349,452,408,662,Table
1231,10.1.1.160.538_23.bmp,793,1123,1,233,451,306,664,Table
1232,10.1.1.160.539_2.bmp,816,1054,3,56,633,201,967,Table
1233,10.1.1.160.539_2.bmp,816,1054,3,276,663,389,969,Table
1234,10.1.1.160.539_2.bmp,816,1054,3,457,662,565,969,Table
1235,10.1.1.160.539_2.bmp,816,1054,3,623,660,738,971,Table
1236,10.1.1.160.539_4.bmp,816,1054,3,59,109,194,506,Table
1237,10.1.1.160.539_4.bmp,816,1054,3,225,112,265,507,Table
1238,10.1.1.160.539_4.bmp,816,1054,3,291,113,360,507,Table
1239,10.1.1.160.539_4.bmp,816,1054,3,391,110,421,507,Table
1240,10.1.1.160.539_4.bmp,816,1054,3,452,112,482,509,Table
1241,10.1.1.160.539_4.bmp,816,1054,3,516,109,549,508,Table
1242,10.1.1.160.539_4.bmp,816,1054,3,586,112,610,507,Table
1243,10.1.1.160.539_4.bmp,816,1054,3,647,109,678,507,Table
1244,10.1.1.160.539_4.bmp,816,1054,3,713,112,753,507,Table
1245,10.1.1.160.542_27.bmp,816,1056,1,112,268,170,441,Table
1246,10.1.1.160.542_27.bmp,816,1056,1,193,268,229,448,Table
1247,10.1.1.160.542_27.bmp,816,1056,1,243,270,280,444,Table
1248,10.1.1.160.542_27.bmp,816,1056,1,292,271,329,444,Table
1249,10.1.1.160.542_27.bmp,816,1056,1,348,268,381,446,Table
1250,10.1.1.160.542_27.bmp,816,1056,1,401,270,435,443,Table
1251,10.1.1.160.542_27.bmp,816,1056,1,449,270,485,446,Table
1252,10.1.1.160.542_27.bmp,816,1056,1,503,266,540,444,Table
1253,10.1.1.160.542_27.bmp,816,1056,1,556,267,592,448,Table
1254,10.1.1.160.542_27.bmp,816,1056,1,607,268,646,448,Table
1255,10.1.1.160.542_27.bmp,816,1056,1,660,267,696,445,Table
1256,10.1.1.160.542_27.bmp,816,1056,1,711,267,746,446,Table
1257,10.1.1.160.546_34.bmp,1056,816,1,107,84,157,679,Table
1258,10.1.1.160.546_34.bmp,1056,816,1,171,85,219,678,Table
1259,10.1.1.160.546_34.bmp,1056,816,1,251,88,283,679,Table
1260,10.1.1.160.546_34.bmp,1056,816,1,323,88,361,678,Table
1261,10.1.1.160.546_34.bmp,1056,816,1,395,85,441,679,Table
1262,10.1.1.160.546_34.bmp,1056,816,1,471,87,510,678,Table
1263,10.1.1.160.546_34.bmp,1056,816,1,542,84,585,678,Table
1264,10.1.1.160.546_34.bmp,1056,816,1,605,82,969,677,Table
1265,10.1.1.160.546_36.bmp,816,1056,1,128,189,306,498,Table
1266,10.1.1.160.546_36.bmp,816,1056,1,381,302,440,504,Table
1267,10.1.1.160.546_36.bmp,816,1056,1,471,301,529,507,Table
1268,10.1.1.160.546_36.bmp,816,1056,1,591,298,641,502,Table
1269,10.1.1.160.552_18.bmp,816,1056,1,98,434,199,623,Table
1270,10.1.1.160.552_18.bmp,816,1056,1,216,434,288,621,Table
1271,10.1.1.160.552_18.bmp,816,1056,1,360,436,446,625,Table
1272,10.1.1.160.552_18.bmp,816,1056,1,467,436,539,621,Table
1273,10.1.1.160.552_18.bmp,816,1056,1,98,155,170,355,Table
1274,10.1.1.160.552_18.bmp,816,1056,1,204,155,252,355,Table
1275,10.1.1.160.552_18.bmp,816,1056,1,312,155,359,353,Table
1276,10.1.1.160.552_18.bmp,816,1056,1,414,154,471,354,Table
1277,10.1.1.160.552_18.bmp,816,1056,1,517,156,586,354,Table
1278,10.1.1.160.552_18.bmp,816,1056,1,623,156,693,354,Table
1279,10.1.1.160.552_20.bmp,816,1056,1,104,158,225,613,Table
1280,10.1.1.160.552_20.bmp,816,1056,1,257,198,309,619,Table
1281,10.1.1.160.552_20.bmp,816,1056,1,344,199,394,614,Table
1282,10.1.1.160.552_20.bmp,816,1056,1,421,199,484,616,Table
1283,10.1.1.160.552_20.bmp,816,1056,1,525,204,694,613,Table
1284,10.1.1.160.552_20.bmp,816,1056,1,572,676,707,851,Table
1285,10.1.1.160.552_20.bmp,816,1056,1,415,672,535,855,Table
1286,10.1.1.160.552_20.bmp,816,1056,1,324,676,379,858,Table
1287,10.1.1.160.552_20.bmp,816,1056,1,103,673,274,857,Table
1288,10.1.1.160.557_3.bmp,816,1056,1,418,68,534,254,Table
1289,10.1.1.160.557_3.bmp,816,1056,1,547,68,649,255,Table
1290,10.1.1.160.557_3.bmp,816,1056,1,666,70,714,252,Table
1291,10.1.1.160.559_28.bmp,816,1056,3,334,495,350,594,Table
1292,10.1.1.160.559_28.bmp,816,1056,3,368,493,385,594,Table
1293,10.1.1.160.559_28.bmp,816,1056,3,402,493,414,593,Table
1294,10.1.1.160.559_28.bmp,816,1056,3,432,493,447,593,Table
1295,10.1.1.160.559_28.bmp,816,1056,3,463,494,479,594,Table
1296,10.1.1.160.560_3.bmp,816,1056,1,126,87,231,153,Table
1297,10.1.1.160.560_3.bmp,816,1056,1,271,86,327,153,Table
1298,10.1.1.160.560_3.bmp,816,1056,1,415,88,490,151,Table
1299,10.1.1.160.560_3.bmp,816,1056,1,568,89,608,152,Table
1300,10.1.1.160.563_6.bmp,793,1123,1,449,211,474,380,Table
1301,10.1.1.160.563_6.bmp,793,1123,1,493,224,510,384,Table
1302,10.1.1.160.563_6.bmp,793,1123,1,526,226,549,383,Table
1303,10.1.1.160.563_6.bmp,793,1123,1,563,225,584,384,Table
1304,10.1.1.160.563_6.bmp,793,1123,1,598,226,610,384,Table
1305,10.1.1.160.563_6.bmp,793,1123,1,625,224,644,384,Table
1306,10.1.1.160.563_6.bmp,793,1123,1,660,224,680,385,Table
1307,10.1.1.160.563_6.bmp,793,1123,1,696,222,718,380,Table
1308,10.1.1.160.563_8.bmp,793,1123,1,478,201,496,372,Table
1309,10.1.1.160.563_8.bmp,793,1123,1,517,211,540,372,Table
1310,10.1.1.160.563_8.bmp,793,1123,1,556,213,575,372,Table
1311,10.1.1.160.563_8.bmp,793,1123,1,590,214,615,372,Table
1312,10.1.1.160.563_8.bmp,793,1123,1,630,214,648,372,Table
1313,10.1.1.160.563_8.bmp,793,1123,1,669,213,685,372,Table
1314,10.1.1.160.563_8.bmp,793,1123,1,679,472,696,588,Table
1315,10.1.1.160.563_8.bmp,793,1123,1,642,475,662,588,Table
1316,10.1.1.160.563_8.bmp,793,1123,1,606,474,626,589,Table
1317,10.1.1.160.563_8.bmp,793,1123,1,572,474,594,589,Table
1318,10.1.1.160.563_8.bmp,793,1123,1,503,462,556,590,Table
1319,10.1.1.160.563_8.bmp,793,1123,1,467,464,488,590,Table
